Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Verde,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Branco,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Branco,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Branco,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Branco,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Branco,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Branco,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Rosa,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Rosa,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Rosa,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Rosa,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Rosa,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Rosa,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
bata-boho-pri-lancamento,Bata Boho Pri - LANÇAMENTO,"<table height=""30""></table>
<p> </p>
<p><br><b></b><b>•<span> </span></b>Tecido<b> </b>Chiffon, com caimento fluido, possui gola com amarração no pescoço.</p>
<p>Cintura:  70cm / Comprimento: 126cm <b><br></b></p>",VESTIDOS,Sem categoria,"","",true,Cor,Preto,,Tamanho,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,1,"",false,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,kg,,,active
bata-boho-pri-lancamento,,,,,,,,,Preto,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,2,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Preto,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Preto,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Preto,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Preto,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/63fbe94c-6675-4b17-8582-387c3e340d65_600x800_fill_ffffff_1.webp?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Cinza,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Cinza,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Cinza,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Cinza,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Cinza,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,kg,,,
bata-boho-pri-lancamento,,,,,,,,,Cinza,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,35.90,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/672d429f-decf-4dd5-bc57-3cb90c72ea07_600x800_fill_ffffff.jpg?v=1787586825,kg,,,
cinto-detalhe-3d-lancamento,Cinto Detalhe 3D - LANÇAMENTO,"<table height=""30""></table>
<p> </p>
<p> </p>",VESTIDOS,Sem categoria,"","",true,Cor,Prata,,Tamanho,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/488e8a70-aec0-4a89-a9ea-cc3703d30656_1600x2000_fill_ffffff.webp?v=1787586824,1,"",false,,,,kg,,,active
cinto-detalhe-3d-lancamento,,,,,,,,,Prata,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-3d-lancamento,,,,,,,,,Prata,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-3d-lancamento,,,,,,,,,Prata,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-3d-lancamento,,,,,,,,,Prata,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-3d-lancamento,,,,,,,,,Prata,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-retangular-lancamento,Cinto Detalhe Retangular - LANÇAMENTO,"<table height=""30""></table>
<p> </p>
<p> </p>",VESTIDOS,Sem categoria,"","",true,Cor,Prata,,Tamanho,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/473228cb-db6d-469d-8ea1-e920ebe6111c_1600x2000_fill_ffffff.webp?v=1787586823,1,"",false,,,,kg,,,active
cinto-detalhe-retangular-lancamento,,,,,,,,,Prata,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-retangular-lancamento,,,,,,,,,Prata,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-retangular-lancamento,,,,,,,,,Prata,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-retangular-lancamento,,,,,,,,,Prata,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-retangular-lancamento,,,,,,,,,Prata,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
cinto-detalhe-retangular-lancamento,,,,,,,,,Dourado,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,25.90,109.80,true,false,,,,,,,,,,,,,kg,,,
